record_id,phytoplasma,host_group,country,reference,family,species
163,16SrV D,insect,Italy,Bressan et al 2006,Cicadellidae,Anoplotettix fuscovenosus
164,16SrV D,insect,Italy,Bressan et al 2006,Cicadellidae,Aphrodes makarovi
165,tested negative,insect,Germany,Bressan et al 2006,Cicadellidae,Agallia consobrina
166,tested negative,insect,Italy,Bressan et al 2006,Issidae,Agalmatium flavescens
167,tested negative,insect,France,Bressan et al 2006,Cicadellidae,Neoaliturus haematoceps
168,tested negative,insect,France,Bressan et al 2006,Cicadellidae,Fieberiella florii
169,tested negative,insect,France,Bressan et al 2006,Cixiidae,Hyalesthes obsoletus
170,tested negative,insect,Italy,Bressan et al 2006,Delphacidae,Laodelphax striatella
171,tested negative,insect,Italy,Bressan et al 2006,Flatidae,Metcalfa pruinosa
172,tested negative,insect,France,Bressan et al 2006,Cixiidae,Pentastiridius sp.
173,tested negative,insect,France,Bressan et al 2006,Aphrophoridae,Philaenus spumarius
174,tested negative,insect,Italy,Bressan et al 2006,Cicadellidae,Psammotettix 
175,tested negative,insect,Italy,Bressan et al 2006,Membracidae,Stictocephala bisonia
176,16SrIII ,insect,California,Jensen 1957,Cicadellidae,Osbornellus borealis
177,16SrV ,insect,United States,Baker 1948,Cicadellidae,Scaphoideus luteolus
178,16SrV ,insect,France,Schvester et al 1961,Cicadellidae,Scaphoideus titanus
179,16SrV D,insect,Veneto,Mori et al 2002,Cicadellidae,Scaphoideus titanus
180,16SrV C,insect,Veneto,Mori et al 2002,Cicadellidae,Scaphoideus titanus
181,16SrI B,insect,Veneto,Mori et al 2002,Cicadellidae,Scaphoideus titanus
182,not characterized ,insect,Louisiana,Derrick & Newson 1984,Cicadellidae,Scaphytopius acutus
183,16SrIII A,insect,United States,Nielson 1979,Cicadellidae,Scaphytopius acutus
184,16SrIII A,insect,United States,Gilmer et al 1966,Cicadellidae,Scaphytopius acutus
185,16SrI ,insect,United States,Severin 1947b,Cicadellidae,Scaphytopius delongi
186,16SrIII A,insect,United States,Purcell 1987,Cicadellidae,Scaphoideus cyprius
187,16SrI ,insect,Colombia,Granada 1979,Cicadellidae,Scaphytopius fuliginosus
188,16SrI ,insect,United States,Severin 1947b,Cicadellidae,Scaphytopius irroratus
189,16SrI E,insect,New Jersey,Tomlinson et al 1950,Cicadellidae,Scaphytopius magdalensis
190,16SrIII A,insect,United States,Purcell 1979,Cicadellidae,Scaphytopius nitridus
191,16SrIII B,insect,Japan,Shiomi & Sugiura 1984,Cicadellidae,Scleroracus flavopictus
192,not characterized ,insect,Japan,Shiomi & Sugiura 1984,Cicadellidae,Scleroracus flavopictus
193,16SrI ,insect,France,Cousin et al 1999,Cicadellidae,Rhytidodus decimusquartus
194,16SrI ,insect,France,Cousin et al 1999,Cicadellidae,Tremulicerus vitreus
195,16SrV A,insect,Italy,Carraro et al 2004,Cicadellidae,Macropsis mendax
196,not characterized ,insect,United States,Kirkpatrick et al 1995b,Cicadellidae,Macropsidius trimaculatus
197,16SrIII A,insect,Canada,Seliskar & Wilson 1981,Cicadellidae,Macropsidius trimaculatus
198,16SrV C,insect,Germany,Maixner & Reinert 1999,Cicadellidae,Oncopsis alni
199,16SrIII A,insect,Ontario,Gilmer & McEwen 1958,Cicadellidae,Gyponana expanda
200,16SrI ,insect,Australia,Maramorosch 1979,Cicadellidae,Batracomorphus punctatus
201,16SrIII ,insect,Australia,Maramorosch 1979,Cicadellidae,Batracomorphus punctatus
202,16SrVI A,insect,Australia,Grylls 1979,Cicadellidae,Batracomorphus punctatus
203,tested negative,insect,Italy,Carraro et al 2004,Cicadellidae,Iassus scutellaris
204,tested negative,insect,Italy,Carraro et al 2004,Cicadellidae,Iassus sp.
205,16SrXII A,insect,Austria,Rieddle-Bauer et al 2008,Cicadellidae,Anaceratagallia ribauti
206,16SrXII A,insect,Austria,Aryan et al 2014,Cicadellidae,Anaceratagallia ribauti
207,not characterized ,insect,Australia,Grylls et al 1974,Cicadellidae,Austroagallia torrida
208,16SrXII A,insect,Italy,Carraro et al 2008,Cicadellidae,Austroagallia sinuata
209,16SrIII B,insect,India,Shatrughna et al 1983,Cicadellidae,Alebroides nigroscutellatus
210,16SrI ,insect,India,Maramorosch et al 1970,Cicadellidae,Amrasca biguttula
211,16SrXII A,insect,Italy,Carraro et al 2008,Cicadellidae,Empoasca decipiens
212,16SrII ,insect,Caribbean,Sein & Adsuar 1947,Cicadellidae,Empoasca papayae
213,16SrIV ,insect,Florida,Howard et al 1983,Cixiidae,Haplaxius crudus
214,16SrIV A,insect,Mexico,Julia et al 2008,Cixiidae,Haplaxius crudus
215,16SrIV ,insect,Florida,Howard & Thomas 1980,Cixiidae,Haplaxius crudus
216,tested negative,insect,Italy,Carraro et al 2004,Cixiidae,Hyalesthes luteipes
217,16SrXII A,insect,Hungary,Acs et al 2011,Cixiidae,Hyalesthes obsoletus
218,16SrXII ,insect,Turkey,Brcak 1979,Cixiidae,Hyalesthes obsoletus
219,tested negative,insect,Italy,Carraro et al 2008,Aphrophoridae,Philaenus spumarius
220,tested negative,insect,Italy,Carraro et al 2008,Cicadellidae,Cicadella viridis
221,tested negative,insect,Italy,Carraro et al 2008,Cicadellidae,Euscelidius variegatus
222,tested negative,insect,Italy,Carraro et al 2008,Cicadellidae,Euscelis incisa
223,tested negative,insect,Italy,Carraro et al 2008,Cicadellidae,Macrosteles quadripunctulatus
224,tested negative,insect,Italy,Carraro et al 2008,Flatidae,Metcalfa pruinosa
225,tested negative,insect,Italy,Carraro et al 2008,Cixiidae,Cixius sp.
226,16SrXII A,insect,Italy,Carraro et al 2008,Cicadellidae,Psammotettix striatus
227,16SrXII A,insect,Italy,Carraro et al 2008,Cixiidae,Hyalesthes obsoletus
228,16SrXII A,insect,Marche,Landi et al 2013,Cixiidae,Hyalesthes obsoletus
229,16SrXII A,insect,Trentino-Alto Adige,Berger et al 2009,Cixiidae,Hyalesthes obsoletus
230,16SrXII A,insect,Bulgaria,Avramov et al 2011b,Cixiidae,Hyalesthes obsoletus
231,16SrXII A,insect,Austria,Aryan et al 2014,Cixiidae,Hyalesthes obsoletus
232,16SrXII A,insect,Spain,Sabate et al 2007,Cixiidae,Hyalesthes obsoletus
233,16SrXII A,insect,Spain,Lavina et al 2006,Cixiidae,Hyalesthes obsoletus
234,16SrXII A,insect,Italy,Alma & Conti 2002,Cixiidae,Hyalesthes obsoletus
235,16SrII D,insect,Australia,Glenn 2000,Cicadellidae,Orosius argentatus
236,16SrXII B,insect,New Zealand,Liefting et al 1997,Cixiidae,Zeoliarus atkinsoni
237,16SrXII A,insect,France,Gatineau et al 2001,Cixiidae,Pentastiridius beieri
238,16SrXII A,insect,Russia,Bogoutdinov 2003,Cixiidae,Pentastiridius leporinus
239,16SrXII A,insect,Croatia,Mikec et al 2009,Cixiidae,Reptalus cuspidatus
240,tested negative,insect,Bosnia-Herzegovina,Delic et al 2011,Cixiidae,Reptalus cuspidatus
241,16SrXII A,insect,Hungary,Acs et al 2011,Cixiidae,Reptalus panzeri
242,16SrXII A,insect,Serbia,Jovic et al 2009,Cixiidae,Reptalus panzeri
243,16SrI C,insect,Serbia,Jovic et al 2009,Cicadellidae,Mocydia crocea
244,16SrI C,insect,Serbia,Jovic et al 2009,Cicadellidae,Psammotettix striatus
245,16SrI B,insect,Serbia,Jovic et al 2009,Cicadellidae,Psammotettix striatus
246,tested negative,insect,Serbia,Jovic et al 2009,Cixiidae,Hyalesthes obsoletus
247,tested negative,insect,Serbia,Jovic et al 2009,Cicadellidae,Zyginidia pullula
248,tested negative,insect,Serbia,Jovic et al 2009,Delphacidae,Laodelphax striatella
249,tested negative,insect,Serbia,Jovic et al 2009,Cicadellidae,Macrosteles lividus
250,tested negative,insect,Serbia,Jovic et al 2009,Cicadellidae,Macrosteles ossiannilssoni
251,tested negative,insect,Serbia,Jovic et al 2009,Cicadellidae,Macrosteles quadripunctulatus
252,tested negative,insect,Serbia,Jovic et al 2009,Aphrophoridae,Neophilaenus campestris
253,tested negative,insect,Serbia,Jovic et al 2009,Cicadellidae,Eupteryx atropunctata
254,tested negative,insect,Serbia,Jovic et al 2009,Cicadellidae,Cicadella sp.
255,16SrXII A,insect,Serbia,Cvrkovic et al 2010,Cixiidae,Reptalus panzeri
256,16SrXII A,insect,Serbia,Cvrkovic et al 2010,Cixiidae,Reptalus quinquecostatus
257,16SrXII A,insect,Toscana,Trivellone et al 2005,Cixiidae,Hyalesthes obsoletus
258,16SrXII A,insect,Toscana,Trivellone et al 2005,Cixiidae,Hyalesthes luteipes
259,16SrXII A,insect,Toscana,Trivellone et al 2005,Cixiidae,Reptalus quinquecostatus
260,16SrXII A,insect,Toscana,Pinzauti et al 2008,Cixiidae,Reptalus quinquecostatus
261,tested negative,insect,Bulgaria,Avramov et al 2011b,Cicadellidae,Neoaliturus fenestratus
262,tested negative,insect,Bulgaria,Avramov et al 2011b,Cicadellidae,Scaphoideus titanus
263,tested negative,insect,Bulgaria,Avramov et al 2011b,Cicadellidae,Empoasca sp.
264,tested negative,insect,Bulgaria,Avramov et al 2011b,Cicadellidae,Zygina sp.
265,tested negative,insect,Bulgaria,Avramov et al 2011b,Aphrophoridae,Philaenus spumarius
266,tested negative,insect,Bulgaria,Avramov et al 2011b,Cicadellidae,Eupteryx sp.
267,16SrXII A,insect,Bulgaria,Avramov et al 2011b,Cixiidae,Reptalus sp.
268,16SrIV ,insect,Papua New Guinea,Cronje et al 1999,Delphacidae,Eumetopina flavipes
269,16SrXII ,insect,Czech Republic,Brcak 1979,Delphacidae,Javesella discolor
270,not characterized ,insect,Philippines,Cook & Perfect 1989,Delphacidae,Nilaparvata lugens
271,16SrXVI A,insect,Cuba,Arocha et al 2005a,Delphacidae,Saccharosydne saccharivora
272,16SrIV ,insect,India,Ponnamma & Solomon 1998,Derbidae,Proutista moesta
273,16SrXI ,insect,Taiwan,Rishi & Chen 1989,Derbidae,Proutista moesta
274,16SrV C,insect,Italy,Filippin et al 2009a,Dictyopharidae,Dictyophara europaea
275,16SrXII A,insect,Serbia,Cvrkovic et al 2010,Dictyopharidae,Dictyophara europaea
276,tested negative,insect,Bosnia-Herzegovina,Delic et al 2011,Dictyopharidae,Dictyophara europaea
277,16SrXII A,insect,Italy,Danielli et al 1996,Flatidae,Metcalfa pruinosa
278,16SrI B,insect,Italy,Danielli et al 1996,Flatidae,Metcalfa pruinosa
279,tested negative,insect,Italy,Carraro et al 2004,Flatidae,Metcalfa pruinosa
280,16SrXII A,insect,Canary Is.,Font et al 1999,Triozidae,Bactericera trigonica
281,16SrX A,insect,Italy,Frisinghelli et al 2000,Psyllidae,Cacopsylla picta
282,16SrX B,insect,Italy,Carraro et al 1998a,Psyllidae,Cacopsylla pruni
283,16SrX B,insect,Italy,Carraro et al 2001,Psyllidae,Cacopsylla pruni
284,16SrX A,insect,France,Lemoine 1991,Psyllidae,Cacopsylla pyri
285,16SrX C,insect,Italy,Carraro et al 1998b,Psyllidae,Cacopsylla pyri
286,16SrX C,insect,United States,Jensen et al 1964,Psyllidae,Cacopsylla pyricola
287,16SrX C,insect,Russia,Grbic 1974,Psyllidae,Cacopsylla pyrisuga
288,16SrIII ,insect,Chile,Castro et al 2010,Cicadellidae,Paratanus exitiosus
289,16SrX ,insect,Chile,Urbina-Vidal & Hirumi 1974,Cicadellidae,Paratanus exitiosus
290,16SrXII A,insect,Serbia,Jovic et al 2010,Cixiidae,Hyalesthes luteipes
291,16SrXII A,insect,Serbia,Cvrkovic et al 2010,Cixiidae,Hyalesthes obsoletus
292,16SrIV A,insect,Caribbean,Harrison et al 1994,Cixiidae,Nymphomyndus caribbea
293,16SrIV ,insect,Caribbean,Dollet et al 2010,Cixiidae,Nymphomyndus caribbea
294,16SrI ,insect,South Africa,Douglas-Smit et al 2010,Cicadellidae,Mgenia fuscovaria
295,16SrI ,insect,Serbia,Drobnjakovic et al 2010,Cicadellidae,Anaceratagallia laevis
296,16SrI ,insect,Serbia,Drobnjakovic et al 2010,Cicadellidae,Anaceratagallia ribauti
297,16SrI ,insect,Serbia,Drobnjakovic et al 2010,Cicadellidae,Macrosteles quadripunctulatus
298,16SrI ,insect,Serbia,Drobnjakovic et al 2010,Cicadellidae,Macrosteles sexnotatus
299,16SrI ,insect,Serbia,Drobnjakovic et al 2010,Cicadellidae,Ophiola decumana
300,16SrI ,insect,Serbia,Drobnjakovic et al 2010,Cicadellidae,Psammotettix confinis
301,16SrX B,insect,Austria,Lethmayer et al 2011,Psyllidae,Cacopsylla pruni
302,16SrX C,insect,Austria,Lethmayer et al 2011,Psyllidae,Cacopsylla pyricola
303,16SrX C,insect,Austria,Lethmayer et al 2011,Psyllidae,Cacopsylla pyri
304,16SrX C,insect,Austria,Lethmayer et al 2011,Psyllidae,Cacopsylla pyrisuga
305,tested negative,insect,Austria,Lethmayer et al 2011,Psyllidae,Cacopsylla picta
306,16SrX A,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla melanoneura
307,16SrX A,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla peregrina
308,16SrX B,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla peregrina
309,16SrX B,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla affinis
310,16SrX C,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla melanoneura
311,16SrX C,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla peregrina
312,16SrX A,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla crataegi
313,16SrX C,insect,Italy,Tedeschi et al 2010,Psyllidae,Cacopsylla crataegi
314,16SrX B,insect,Friuli-Venezia Giulia,Ermacora et al 2010,Psyllidae,Cacopsylla pruni
315,16SrXII A,insect,Italy,Pasquini et al 2010,Cixiidae,Hyalesthes obsoletus
316,16SrX A,insect,Finland,Nicolaisen 2013,Psyllidae,Cacopsylla melanoneura
317,16SrX A,insect,Finland,Lemmetty et al 2011,Psyllidae,Cacopsylla picta
318,16SrX B,insect,Bulgaria,Etropolska et al 2011,Psyllidae,Cacopsylla pruni
319,tested negative,insect,Bulgaria,Etropolska et al 2011,Psyllidae,Cacopsylla picta
320,tested negative,insect,Bulgaria,Etropolska et al 2011,Psyllidae,Cacopsylla melanoneura
321,tested negative,insect,Bulgaria,Etropolska et al 2011,Psyllidae,Cacopsylla pyri
322,tested negative,insect,Bulgaria,Etropolska et al 2011,Psyllidae,Cacopsylla pyricola
323,tested negative,insect,Bulgaria,Etropolska et al 2011,Psyllidae,Cacopsylla pyrisuga
324,16SrX C,insect,Portugal,Sousa et al 2012,Psyllidae,Cacopsylla picta
325,16SrX C,insect,Portugal,Sousa et al 2012,Psyllidae,Cacopsylla pruni
326,16SrX B,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla pruni
327,16SrX A,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla picta
328,16SrX B,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla picta
329,16SrX A,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla crataegi
330,16SrX C,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla melanoneura
331,16SrX C,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla affinis
332,tested negative,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla pyrisuga
333,tested negative,insect,Turkey,Serce et al 2012,Psyllidae,Cacopsylla pyricola
334,16SrI C,insect,Lithuania,Nicolaisen 2013,Cicadellidae,Euscelis incisa
335,16SrI C,insect,Lithuania,Nicolaisen 2013,Cicadellidae,Macrosteles sexnotatus
336,16SrIII P,insect,Lithuania,Nicolaisen 2013,Cicadellidae,Euscelis incisa
337,16SrI B,insect,Netherlands,Peusens et al 2013a,Cicadellidae,Macrosteles sexnotatus
338,16SrXII A,insect,Moravia,Franova et al 2013,Psyllidae,Cacopsylla pruni
339,16SrXII A,insect,Moravia,Franova et al 2013,Psyllidae,Cacopsylla picta
340,16SrXII A,insect,Moravia,Franova et al 2013,Cicadellidae,Anaceratagallia ribauti
341,16SrX A,insect,Czech Republic,Franova et al 2013,Psyllidae,Cacopsylla picta
342,16SrX C,insect,Czech Republic,Franova et al 2013,Psyllidae,Cacopsylla pyri
343,16SrX C,insect,Czech Republic,Franova et al 2013,Psyllidae,Cacopsylla pyrisuga
344,16SrX C,insect,Czech Republic,Franova et al 2013,Psyllidae,Cacopsylla pyricola
345,16SrXIV ,insect,Czech Republic,Franova et al 2013,Cicadellidae,Jassargus obtusivalvis
346,16SrX A,insect,Poland,Franova et al 2013,Psyllidae,Cacopsylla melanoneura
347,16SrXII A,insect,Germany,Maixner et al 1994,Cixiidae,Hyalesthes obsoletus
348,16SrV C,insect,Germany,Maixner et al 2000,Cicadellidae,Oncopsis alni
349,16SrX A,insect,Germany,Jarausch et al 2003,Psyllidae,Cacopsylla picta
350,16SrX B,insect,Germany,Jarausch et al 2007,Psyllidae,Cacopsylla pruni
351,16SrI C,insect,Germany,Monien et al 2012,Psyllidae,Cacopsylla pyri
352,16SrI C,insect,Germany,Monien et al 2012,Psyllidae,Cacopsylla pyricola
353,16SrXII A,insect,Switzerland,Kessler et al 2011,Cixiidae,Hyalesthes obsoletus
354,16SrXII A,insect,Ticino,Trivellone et al 2016,Cixiidae,Reptalus panzeri
355,16SrXII A,insect,Ticino,Trivellone et al 2016,Cixiidae,Reptalus cuspidatus
356,16SrXII A,insect,Ticino,Trivellone et al 2016,Cixiidae,Hyalesthes obsoletus
357,16SrV D,insect,Ticino,Trivellone et al 2016,Cicadellidae,Scaphoideus titanus
358,16SrV C,insect,Ticino,Trivellone et al 2016,Cicadellidae,Orientus ishidae
359,16SrV D,insect,Ticino,Trivellone et al 2016,Cicadellidae,Orientus ishidae
360,16SrV D,insect,France,Papura et al 2009,Cicadellidae,Scaphoideus titanus
361,16SrX B,insect,France,Thebaud et al 2009,Psyllidae,Cacopsylla pruni
362,16SrX B,insect,Austria,Skoric 2013,Psyllidae,Cacopsylla pruni
363,16SrX C,insect,Austria,Skoric 2013,Psyllidae,Cacopsylla pyricola
364,16SrX C,insect,Austria,Skoric 2013,Psyllidae,Cacopsylla pyri
365,16SrX C,insect,Austria,Skoric 2013,Psyllidae,Cacopsylla pyrisuga
366,16SrX A,insect,Austria,Skoric 2013,Psyllidae,Cacopsylla picta
367,16SrX A,insect,Austria,Skoric 2013,Psyllidae,Cacopsylla melanoneura
368,16SrV D,insect,Croatia,Seruga Music et al 2012,Cicadellidae,Scaphoideus titanus
369,16SrI B,insect,Croatia,Seruga Music et al 2012,Cicadellidae,Scaphoideus titanus
370,16SrI B,insect,Croatia,Seruga Music et al 2012,Psyllidae,Cacopsylla pyri
371,16SrX B,insect,Croatia,Seruga Music et al 2012,Psyllidae,Cacopsylla pruni
372,16SrX C,insect,Croatia,Seruga Music et al 2012,Psyllidae,Cacopsylla pyri
373,16SrX C,insect,Croatia,Seruga Music et al 2012,Psyllidae,Cacopsylla pyrisuga
374,16SrXII A,insect,Croatia,Seruga Music et al 2012,Psyllidae,Cacopsylla pyrisuga
375,16SrXII A,insect,Slovenia,Skoric 2013,Cixiidae,Hyalesthes obsoletus
376,16SrXII A,insect,Slovenia,Skoric 2013,Cicadellidae,Euscelis incisa
377,16SrXII A,insect,Slovenia,Skoric 2013,Cicadellidae,Scaphoideus titanus
378,16SrXII A,insect,Slovenia,Skoric 2013,Cixiidae,Reptalus cuspidatus
379,16SrXII A,insect,Slovenia,Skoric 2013,Cixiidae,Reptalus panzeri
380,16SrV D,insect,Slovenia,Skoric 2013,Cicadellidae,Scaphoideus titanus
381,16SrV C,insect,Slovenia,Skoric 2013,Cicadellidae,Oncopsis alni
382,16SrV D,insect,Portugal,Sousa et al 2003,Cicadellidae,Scaphoideus titanus
383,16SrXII A,insect,Spain,Batlle et al 2009,Cixiidae,Hyalesthes obsoletus
384,16SrX B,insect,France,Jarausch et al 2001,Cicadellidae,Synophropsis lauri
385,16SrI B,insect,France,Jarausch et al 2001,Cicadellidae,Macrosteles sp.
386,16SrXII A,insect,France,Jarausch et al 2001,Cixiidae,Hyalesthes obsoletus
387,16SrX B,insect,Spain,Lavina et al 2004,Psyllidae,Cacopsylla pruni
388,16SrX B,insect,Spain,Lavina et al 2004,Psyllidae,Cacopsylla pulchella
389,16SrX C,insect,Spain,Torres et al 2013,Psyllidae,Cacopsylla pyri
390,tested negative,insect,Turkey,Ertunc 2013,Dictyopharidae,Dictyophara europaea
391,16SrIX B,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Cixius sp.
392,16SrXII A,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Cixius sp.
393,16SrIX B,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Tachycixius 
394,16SrI B,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Tachycixius 
395,16SrX A,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Tachycixius 
396,16SrXII A,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Tachycixius 
397,tested negative,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Eumecurus sp.
398,16SrI B,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Eumecurus sp.
399,16SrI L,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Eumecurus sp.
400,16SrXII A,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Eumecurus sp.
401,tested negative,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Pentastiridius sp.
402,16SrI B,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Hyalesthes sp.
403,16SrXII A,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Hyalesthes sp.
404,tested negative,insect,Lebanon,Tedeschi et al 2015,Cixiidae,Pentastira megista
405,16SrIX B,insect,Lebanon,Dakhil et al 2011,Cicadellidae,Allygus sp.
406,16SrIX B,insect,Tripoli,Dakhil et al 2011,Cicadellidae,Anoplotettix danutae
407,16SrIX B,insect,Lebanon,Dakhil et al 2011,Cicadellidae,Asymmetrasca decedens
408,tested negative,insect,Tripoli,Dakhil et al 2011,Cicadellidae,Cicadulina bipunctata
409,16SrIX B,insect,Lebanon,Dakhil et al 2011,Cicadellidae,Empoasca decipiens
